question_id,forecast_source,forecast_version,option,probability,forecast_date
bfg_q5,bioscancast,2026-08-11,vaccine or therapeutic deployed at scale in affected countries beyond the trials,0.11002185800402725,2026-08-11
bfg_q5,bioscancast_baseline,2026-08-11,"trials ongoing, no efficacy results reported",0.4,2026-08-11
bfg_q5,bioscancast_baseline,2026-08-11,interim efficacy results reported from any BVD vaccine or therapeutic trial,0.3,2026-08-11
bfg_q5,bioscancast_baseline,2026-08-11,emergency use authorization or WHO emergency use listing granted for any BVD vaccine or therapeutic,0.2,2026-08-11
bfg_q5,bioscancast_baseline,2026-08-11,vaccine or therapeutic deployed at scale in affected countries beyond the trials,0.1,2026-08-11
bfg_q6,bioscancast,2026-08-11,0 to 4,0.9993004396057511,2026-08-11
bfg_q6,bioscancast,2026-08-11,5 to 14,0.0006849201820741044,2026-08-11
bfg_q6,bioscancast,2026-08-11,15 to 29,1.4639962959251787e-05,2026-08-11
bfg_q6,bioscancast,2026-08-11,30 to 59,1.413472882817716e-10,2026-08-11
bfg_q6,bioscancast,2026-08-11,60 or more,1.0786816936162404e-10,2026-08-11
bfg_q6,bioscancast_baseline,2026-08-11,0 to 4,0.5,2026-08-11
bfg_q6,bioscancast_baseline,2026-08-11,5 to 14,0.3,2026-08-11
bfg_q6,bioscancast_baseline,2026-08-11,15 to 29,0.1,2026-08-11
bfg_q6,bioscancast_baseline,2026-08-11,30 to 59,0.05,2026-08-11
bfg_q6,bioscancast_baseline,2026-08-11,60 or more,0.05,2026-08-11
bfg_q7,bioscancast,2026-08-11,YES,0.0005492031154648506,2026-08-11
bfg_q7,bioscancast,2026-08-11,NO,0.9994507968845352,2026-08-11
bfg_q7,bioscancast_baseline,2026-08-11,YES,0.3,2026-08-11
bfg_q7,bioscancast_baseline,2026-08-11,NO,0.7,2026-08-11
bfg_q8,bioscancast,2026-08-11,H5N1,0.9997221761030923,2026-08-11
bfg_q8,bioscancast,2026-08-11,H5N5,4.217503909599328e-05,2026-08-11
bfg_q8,bioscancast,2026-08-11,Another H5Nx,0.00016870015638397346,2026-08-11
bfg_q8,bioscancast,2026-08-11,No human H5 cases reported in the period,6.694870142777976e-05,2026-08-11
bfg_q8,bioscancast_baseline,2026-08-11,H5N1,0.6,2026-08-11
bfg_q8,bioscancast_baseline,2026-08-11,H5N5,0.2,2026-08-11
bfg_q8,bioscancast_baseline,2026-08-11,Another H5Nx,0.15,2026-08-11
bfg_q8,bioscancast_baseline,2026-08-11,No human H5 cases reported in the period,0.05,2026-08-11
bfg_q9,bioscancast,2026-08-11,exactly 20,0.07999999999999999,2026-08-11
bfg_q9,bioscancast,2026-08-11,21 to 23,0.2,2026-08-11
bfg_q9,bioscancast,2026-08-11,24 to 26,0.39,2026-08-11
bfg_q9,bioscancast,2026-08-11,27 or more,0.33,2026-08-11
bfg_q9,bioscancast_baseline,2026-08-11,exactly 20,0.15,2026-08-11
bfg_q9,bioscancast_baseline,2026-08-11,21 to 23,0.25,2026-08-11
bfg_q9,bioscancast_baseline,2026-08-11,24 to 26,0.3,2026-08-11
bfg_q9,bioscancast_baseline,2026-08-11,27 or more,0.3,2026-08-11
bfg_q10,bioscancast,2026-08-11,0,0.9756816864040947,2026-08-11
bfg_q10,bioscancast,2026-08-11,1,0.02397802795031421,2026-08-11
bfg_q10,bioscancast,2026-08-11,2 or more,0.0003402856455909889,2026-08-11
bfg_q10,bioscancast_baseline,2026-08-11,0,0.4,2026-08-11
bfg_q10,bioscancast_baseline,2026-08-11,1,0.3,2026-08-11
bfg_q10,bioscancast_baseline,2026-08-11,2 or more,0.3,2026-08-11
bfg_q11,bioscancast,2026-08-11,"under 200,000",0.11619591354014977,2026-08-11
bfg_q11,bioscancast,2026-08-11,"200,000 to 299,999",0.31687689322754364,2026-08-11
bfg_q11,bioscancast,2026-08-11,"300,000 to 449,999",0.3198664744380483,2026-08-11
bfg_q11,bioscancast,2026-08-11,"450,000 to 649,999",0.16721274519372387,2026-08-11
bfg_q11,bioscancast,2026-08-11,"650,000 or more",0.07984797360053447,2026-08-11
bfg_q11,bioscancast_baseline,2026-08-11,"under 200,000",0.25,2026-08-11
bfg_q11,bioscancast_baseline,2026-08-11,"200,000 to 299,999",0.35,2026-08-11
bfg_q11,bioscancast_baseline,2026-08-11,"300,000 to 449,999",0.2,2026-08-11
bfg_q11,bioscancast_baseline,2026-08-11,"450,000 to 649,999",0.1,2026-08-11
bfg_q11,bioscancast_baseline,2026-08-11,"650,000 or more",0.1,2026-08-11
bfg_q12,bioscancast,2026-08-11,YES,0.0019396276126552201,2026-08-11
bfg_q12,bioscancast,2026-08-11,NO,0.9980603723873448,2026-08-11
bfg_q12,bioscancast_baseline,2026-08-11,YES,0.3,2026-08-11
bfg_q12,bioscancast_baseline,2026-08-11,NO,0.7,2026-08-11
bfg_q13,bioscancast,2026-08-11,"under 3,000",0.18003096549192005,2026-08-11
bfg_q13,bioscancast,2026-08-11,"3,000 to 6,999",0.32005504976341337,2026-08-11
bfg_q13,bioscancast,2026-08-11,"7,000 to 11,999",0.26667051373069806,2026-08-11
bfg_q13,bioscancast,2026-08-11,"12,000 to 19,999",0.1500258045766,2026-08-11
bfg_q13,bioscancast,2026-08-11,"20,000 or more",0.08321766643736854,2026-08-11
bfg_q13,bioscancast_baseline,2026-08-11,"under 3,000",0.4,2026-08-11
bfg_q13,bioscancast_baseline,2026-08-11,"3,000 to 6,999",0.3,2026-08-11
bfg_q13,bioscancast_baseline,2026-08-11,"7,000 to 11,999",0.15,2026-08-11
bfg_q13,bioscancast_baseline,2026-08-11,"12,000 to 19,999",0.1,2026-08-11
bfg_q13,bioscancast_baseline,2026-08-11,"20,000 or more",0.05,2026-08-11
bfg_q14,bioscancast,2026-08-11,"under 3,000",0.9898841476141301,2026-08-11
bfg_q14,bioscancast,2026-08-11,"3,000 to 3,999",0.00981181799024547,2026-08-11
bfg_q14,bioscancast,2026-08-11,"4,000 to 5,499",0.0003040337948378567,2026-08-11
bfg_q14,bioscancast,2026-08-11,"5,500 to 7,999",6.007865384430453e-10,2026-08-11
bfg_q14,bioscancast,2026-08-11,"8,000 or more",1.2943553597258662e-18,2026-08-11
bfg_q14,bioscancast_baseline,2026-08-11,"under 3,000",0.4,2026-08-11
bfg_q14,bioscancast_baseline,2026-08-11,"3,000 to 3,999",0.3,2026-08-11
bfg_q14,bioscancast_baseline,2026-08-11,"4,000 to 5,499",0.15,2026-08-11
bfg_q14,bioscancast_baseline,2026-08-11,"5,500 to 7,999",0.1,2026-08-11
bfg_q14,bioscancast_baseline,2026-08-11,"8,000 or more",0.05,2026-08-11
bfg_q15,bioscancast,2026-08-11,YES,0.1,2026-08-11
bfg_q15,bioscancast,2026-08-11,NO,0.9,2026-08-11
bfg_q15,bioscancast_baseline,2026-08-11,YES,0.6,2026-08-11
bfg_q15,bioscancast_baseline,2026-08-11,NO,0.4,2026-08-11
bfg_q16,bioscancast,2026-08-11,0,0.9990231224215571,2026-08-11
bfg_q16,bioscancast,2026-08-11,1,0.0007497985224625335,2026-08-11
bfg_q16,bioscancast,2026-08-11,2 to 3,0.000227079055940297,2026-08-11
bfg_q16,bioscancast,2026-08-11,4 to 6,2.27079055940297e-14,2026-08-11
bfg_q16,bioscancast,2026-08-11,7 or more,1.7329375301361557e-14,2026-08-11
bfg_q16,bioscancast_baseline,2026-08-11,0,0.6,2026-08-11
bfg_q16,bioscancast_baseline,2026-08-11,1,0.2,2026-08-11
bfg_q16,bioscancast_baseline,2026-08-11,2 to 3,0.1,2026-08-11
bfg_q16,bioscancast_baseline,2026-08-11,4 to 6,0.05,2026-08-11
bfg_q16,bioscancast_baseline,2026-08-11,7 or more,0.05,2026-08-11
bfg_q17,bioscancast,2026-08-11,"under 175,000",0.05000000000000001,2026-08-11
bfg_q17,bioscancast,2026-08-11,"175,000 to 274,999",0.12000000000000001,2026-08-11
bfg_q17,bioscancast,2026-08-11,"275,000 to 399,999",0.23000000000000004,2026-08-11
bfg_q17,bioscancast,2026-08-11,"400,000 to 599,999",0.3400000000000001,2026-08-11
bfg_q17,bioscancast,2026-08-11,"600,000 or more",0.26,2026-08-11
bfg_q17,bioscancast_baseline,2026-08-11,"under 175,000",0.15,2026-08-11
bfg_q17,bioscancast_baseline,2026-08-11,"175,000 to 274,999",0.25,2026-08-11
bfg_q17,bioscancast_baseline,2026-08-11,"275,000 to 399,999",0.25,2026-08-11
bfg_q17,bioscancast_baseline,2026-08-11,"400,000 to 599,999",0.2,2026-08-11
bfg_q17,bioscancast_baseline,2026-08-11,"600,000 or more",0.15,2026-08-11
bfg_q18,bioscancast,2026-08-11,under 1.5M,0.1060501911328128,2026-08-11
bfg_q18,bioscancast,2026-08-11,1.5M to 1.99M,0.22273000153683292,2026-08-11
bfg_q18,bioscancast,2026-08-11,2.0M to 2.99M,0.3623198312278722,2026-08-11
bfg_q18,bioscancast,2026-08-11,3.0M to 4.49M,0.1971891190740632,2026-08-11
bfg_q18,bioscancast,2026-08-11,4.5M or more,0.1117108570284189,2026-08-11
bfg_q18,bioscancast_baseline,2026-08-11,under 1.5M,0.25,2026-08-11
bfg_q18,bioscancast_baseline,2026-08-11,1.5M to 1.99M,0.3,2026-08-11
bfg_q18,bioscancast_baseline,2026-08-11,2.0M to 2.99M,0.2,2026-08-11
bfg_q18,bioscancast_baseline,2026-08-11,3.0M to 4.49M,0.15,2026-08-11
bfg_q18,bioscancast_baseline,2026-08-11,4.5M or more,0.1,2026-08-11
bfg_q19,bioscancast,2026-08-11,0,0.2809624609575347,2026-08-11
bfg_q19,bioscancast,2026-08-11,1,0.313475881835248,2026-08-11
bfg_q19,bioscancast,2026-08-11,2 to 3,0.273846406537257,2026-08-11
bfg_q19,bioscancast,2026-08-11,4 to 5,0.09042209117572444,2026-08-11
bfg_q19,bioscancast,2026-08-11,6 or more,0.04129315949423579,2026-08-11
bfg_q19,bioscancast_baseline,2026-08-11,0,0.4,2026-08-11
bfg_q19,bioscancast_baseline,2026-08-11,1,0.3,2026-08-11
bfg_q19,bioscancast_baseline,2026-08-11,2 to 3,0.2,2026-08-11
bfg_q19,bioscancast_baseline,2026-08-11,4 to 5,0.1,2026-08-11
bfg_q19,bioscancast_baseline,2026-08-11,6 or more,0.0,2026-08-11
bfg_q20,bioscancast,2026-08-11,8 or fewer,0.28,2026-08-11
bfg_q20,bioscancast,2026-08-11,9 to 11,0.32,2026-08-11
bfg_q20,bioscancast,2026-08-11,12 to 14,0.22,2026-08-11
bfg_q20,bioscancast,2026-08-11,15 to 17,0.12000000000000001,2026-08-11
bfg_q20,bioscancast,2026-08-11,18 or more,0.05999999999999997,2026-08-11
bfg_q20,bioscancast_baseline,2026-08-11,8 or fewer,0.25,2026-08-11
bfg_q20,bioscancast_baseline,2026-08-11,9 to 11,0.35,2026-08-11
bfg_q20,bioscancast_baseline,2026-08-11,12 to 14,0.2,2026-08-11
bfg_q20,bioscancast_baseline,2026-08-11,15 to 17,0.1,2026-08-11
bfg_q20,bioscancast_baseline,2026-08-11,18 or more,0.1,2026-08-11
bfg_q21,bioscancast,2026-08-11,YES,0.09041370896877515,2026-08-11
bfg_q21,bioscancast,2026-08-11,NO,0.9095862910312248,2026-08-11
bfg_q21,bioscancast_baseline,2026-08-11,YES,0.3,2026-08-11
bfg_q21,bioscancast_baseline,2026-08-11,NO,0.7,2026-08-11
bfg_q22,bioscancast,2026-08-11,15 or fewer,0.979475265660691,2026-08-11
bfg_q22,bioscancast,2026-08-11,16 to 30,0.018588278914906404,2026-08-11
bfg_q22,bioscancast,2026-08-11,31 to 50,0.0016194050544487888,2026-08-11
bfg_q22,bioscancast,2026-08-11,51 to 79,0.0002662530865675596,2026-08-11
bfg_q22,bioscancast,2026-08-11,80 or more,5.0797283386278495e-05,2026-08-11
bfg_q22,bioscancast_baseline,2026-08-11,15 or fewer,0.6,2026-08-11
bfg_q22,bioscancast_baseline,2026-08-11,16 to 30,0.2,2026-08-11
bfg_q22,bioscancast_baseline,2026-08-11,31 to 50,0.1,2026-08-11
bfg_q22,bioscancast_baseline,2026-08-11,51 to 79,0.05,2026-08-11
bfg_q22,bioscancast_baseline,2026-08-11,80 or more,0.05,2026-08-11
bfg_q23,bioscancast,2026-08-11,YES,0.8448275862068965,2026-08-11
bfg_q23,bioscancast,2026-08-11,NO,0.15517241379310345,2026-08-11
bfg_q23,bioscancast_baseline,2026-08-11,YES,0.6,2026-08-11
bfg_q23,bioscancast_baseline,2026-08-11,NO,0.4,2026-08-11
bfg_q24,bioscancast,2026-08-11,"under 250,000",0.18660369487584463,2026-08-11
bfg_q24,bioscancast,2026-08-11,"250,000 to 374,999",0.30027314421802653,2026-08-11
bfg_q24,bioscancast,2026-08-11,"375,000 to 524,999",0.25022762018168876,2026-08-11
bfg_q24,bioscancast,2026-08-11,"525,000 to 749,999",0.15653293079154273,2026-08-11
bfg_q24,bioscancast,2026-08-11,"750,000 or more",0.10636260993289733,2026-08-11
bfg_q24,bioscancast_baseline,2026-08-11,"under 250,000",0.4,2026-08-11
bfg_q24,bioscancast_baseline,2026-08-11,"250,000 to 374,999",0.3,2026-08-11
bfg_q24,bioscancast_baseline,2026-08-11,"375,000 to 524,999",0.15,2026-08-11
bfg_q24,bioscancast_baseline,2026-08-11,"525,000 to 749,999",0.1,2026-08-11
bfg_q24,bioscancast_baseline,2026-08-11,"750,000 or more",0.05,2026-08-11
bfg_q25,bioscancast,2026-08-11,"under 2,000",0.07494278280955319,2026-08-11
bfg_q25,bioscancast,2026-08-11,"2,000 to 2,999",0.17541150851398835,2026-08-11
bfg_q25,bioscancast,2026-08-11,"3,000 to 3,999",0.3261858008679045,2026-08-11
bfg_q25,bioscancast,2026-08-11,"4,000 to 5,499",0.2571501949002421,2026-08-11
bfg_q25,bioscancast,2026-08-11,"5,500 or more",0.16630971290831187,2026-08-11
bfg_q25,bioscancast_baseline,2026-08-11,"under 2,000",0.25,2026-08-11
bfg_q25,bioscancast_baseline,2026-08-11,"2,000 to 2,999",0.35,2026-08-11
bfg_q25,bioscancast_baseline,2026-08-11,"3,000 to 3,999",0.2,2026-08-11
bfg_q25,bioscancast_baseline,2026-08-11,"4,000 to 5,499",0.1,2026-08-11
bfg_q25,bioscancast_baseline,2026-08-11,"5,500 or more",0.1,2026-08-11
bfg_q1,bioscancast,2026-08-19,"under 2,500",0.06436153659942197,2026-08-19
bfg_q1,bioscancast,2026-08-19,"2,500 to 4,999",0.13387739110722074,2026-08-19
bfg_q1,bioscancast,2026-08-19,"5,000 to 9,999",0.2652522546602882,2026-08-19
bfg_q1,bioscancast,2026-08-19,"10,000 to 19,999",0.35085802062338733,2026-08-19
bfg_q1,bioscancast,2026-08-19,"20,000 or more",0.18565079700968176,2026-08-19
bfg_q1,bioscancast_baseline,2026-08-19,"under 2,500",0.25,2026-08-19
bfg_q1,bioscancast_baseline,2026-08-19,"2,500 to 4,999",0.35,2026-08-19
bfg_q1,bioscancast_baseline,2026-08-19,"5,000 to 9,999",0.2,2026-08-19
bfg_q1,bioscancast_baseline,2026-08-19,"10,000 to 19,999",0.1,2026-08-19
bfg_q1,bioscancast_baseline,2026-08-19,"20,000 or more",0.1,2026-08-19
bfg_q2,bioscancast,2026-08-19,under 750,1.3499015536847354e-12,2026-08-19
bfg_q2,bioscancast,2026-08-19,"750 to 1,499",2.142835146372651e-12,2026-08-19
bfg_q2,bioscancast,2026-08-19,"1,500 to 2,999",1.1633098941545317e-06,2026-08-19
bfg_q2,bioscancast,2026-08-19,"3,000 to 4,999",0.9874154627242727,2026-08-19
bfg_q2,bioscancast,2026-08-19,"5,000 or more",0.012583373962340464,2026-08-19
bfg_q2,bioscancast_baseline,2026-08-19,under 750,0.2,2026-08-19
bfg_q2,bioscancast_baseline,2026-08-19,"750 to 1,499",0.3,2026-08-19
bfg_q2,bioscancast_baseline,2026-08-19,"1,500 to 2,999",0.25,2026-08-19
bfg_q2,bioscancast_baseline,2026-08-19,"3,000 to 4,999",0.15,2026-08-19
bfg_q2,bioscancast_baseline,2026-08-19,"5,000 or more",0.1,2026-08-19
bfg_q3,bioscancast,2026-08-19,YES,0.7437256702407233,2026-08-19
bfg_q3,bioscancast,2026-08-19,NO,0.25627432975927666,2026-08-19
bfg_q3,bioscancast_baseline,2026-08-19,YES,0.4,2026-08-19
bfg_q3,bioscancast_baseline,2026-08-19,NO,0.6,2026-08-19
bfg_q4,bioscancast,2026-08-19,exactly 1,0.9970834215558197,2026-08-19
bfg_q4,bioscancast,2026-08-19,2,0.002785197982406241,2026-08-19
bfg_q4,bioscancast,2026-08-19,3,0.0001067161742500698,2026-08-19
bfg_q4,bioscancast,2026-08-19,4 or more,2.4664287523950967e-05,2026-08-19
bfg_q4,bioscancast_baseline,2026-08-19,exactly 1,0.25,2026-08-19
bfg_q4,bioscancast_baseline,2026-08-19,2,0.25,2026-08-19
bfg_q4,bioscancast_baseline,2026-08-19,3,0.25,2026-08-19
bfg_q4,bioscancast_baseline,2026-08-19,4 or more,0.25,2026-08-19
bfg_q5,bioscancast,2026-08-19,"trials ongoing, no efficacy results reported",0.30351411302672743,2026-08-19
bfg_q5,bioscancast,2026-08-19,interim efficacy results reported from any BVD vaccine or therapeutic trial,0.40359468229223994,2026-08-19
bfg_q5,bioscancast,2026-08-19,emergency use authorization or WHO emergency use listing granted for any BVD vaccine or therapeutic,0.18958928694725366,2026-08-19
bfg_q5,bioscancast,2026-08-19,vaccine or therapeutic deployed at scale in affected countries beyond the trials,0.103301917733779,2026-08-19
bfg_q5,bioscancast_baseline,2026-08-19,"trials ongoing, no efficacy results reported",0.4,2026-08-19
bfg_q5,bioscancast_baseline,2026-08-19,interim efficacy results reported from any BVD vaccine or therapeutic trial,0.3,2026-08-19
bfg_q5,bioscancast_baseline,2026-08-19,emergency use authorization or WHO emergency use listing granted for any BVD vaccine or therapeutic,0.2,2026-08-19
bfg_q5,bioscancast_baseline,2026-08-19,vaccine or therapeutic deployed at scale in affected countries beyond the trials,0.1,2026-08-19
bfg_q6,bioscancast,2026-08-19,0 to 4,0.9975958296724653,2026-08-19
bfg_q6,bioscancast,2026-08-19,5 to 14,0.002404166300694557,2026-08-19
bfg_q6,bioscancast,2026-08-19,15 to 29,2.4704933164463983e-09,2026-08-19
bfg_q6,bioscancast,2026-08-19,30 to 59,1.5563132665077045e-09,2026-08-19
bfg_q6,bioscancast,2026-08-19,60 or more,3.3529752899210363e-14,2026-08-19
bfg_q6,bioscancast_baseline,2026-08-19,0 to 4,0.5,2026-08-19
bfg_q6,bioscancast_baseline,2026-08-19,5 to 14,0.3,2026-08-19
bfg_q6,bioscancast_baseline,2026-08-19,15 to 29,0.1,2026-08-19
bfg_q6,bioscancast_baseline,2026-08-19,30 to 59,0.05,2026-08-19
bfg_q6,bioscancast_baseline,2026-08-19,60 or more,0.05,2026-08-19
bfg_q7,bioscancast,2026-08-19,YES,3.491834564977377e-05,2026-08-19
bfg_q7,bioscancast,2026-08-19,NO,0.9999650816543503,2026-08-19
bfg_q7,bioscancast_baseline,2026-08-19,YES,0.3,2026-08-19
bfg_q7,bioscancast_baseline,2026-08-19,NO,0.7,2026-08-19
bfg_q8,bioscancast,2026-08-19,H5N1,0.9996959157414639,2026-08-19
bfg_q8,bioscancast,2026-08-19,H5N5,3.685527404159167e-05,2026-08-19
bfg_q8,bioscancast,2026-08-19,Another H5Nx,0.00015946350945014213,2026-08-19
bfg_q8,bioscancast,2026-08-19,No human H5 cases reported in the period,0.00010776547504431031,2026-08-19
bfg_q8,bioscancast_baseline,2026-08-19,H5N1,0.6,2026-08-19
bfg_q8,bioscancast_baseline,2026-08-19,H5N5,0.2,2026-08-19
bfg_q8,bioscancast_baseline,2026-08-19,Another H5Nx,0.15,2026-08-19
bfg_q8,bioscancast_baseline,2026-08-19,No human H5 cases reported in the period,0.05,2026-08-19
bfg_q9,bioscancast,2026-08-19,exactly 20,0.07999999999999999,2026-08-19
bfg_q9,bioscancast,2026-08-19,21 to 23,0.2,2026-08-19
bfg_q9,bioscancast,2026-08-19,24 to 26,0.39,2026-08-19
bfg_q9,bioscancast,2026-08-19,27 or more,0.33,2026-08-19
bfg_q9,bioscancast_baseline,2026-08-19,exactly 20,0.15,2026-08-19
bfg_q9,bioscancast_baseline,2026-08-19,21 to 23,0.25,2026-08-19
bfg_q9,bioscancast_baseline,2026-08-19,24 to 26,0.3,2026-08-19
bfg_q9,bioscancast_baseline,2026-08-19,27 or more,0.3,2026-08-19
bfg_q10,bioscancast,2026-08-19,0,0.9916148606947214,2026-08-19
bfg_q10,bioscancast,2026-08-19,1,0.008264498434711543,2026-08-19
bfg_q10,bioscancast,2026-08-19,2 or more,0.00012064087056714093,2026-08-19
bfg_q10,bioscancast_baseline,2026-08-19,0,0.4,2026-08-19
bfg_q10,bioscancast_baseline,2026-08-19,1,0.3,2026-08-19
bfg_q10,bioscancast_baseline,2026-08-19,2 or more,0.3,2026-08-19
bfg_q11,bioscancast,2026-08-19,"under 200,000",0.08553290604571093,2026-08-19
bfg_q11,bioscancast,2026-08-19,"200,000 to 299,999",0.2500997344785533,2026-08-19
bfg_q11,bioscancast,2026-08-19,"300,000 to 449,999",0.3859511551684594,2026-08-19
bfg_q11,bioscancast,2026-08-19,"450,000 to 649,999",0.18427505992411744,2026-08-19
bfg_q11,bioscancast,2026-08-19,"650,000 or more",0.09414114438315899,2026-08-19
bfg_q11,bioscancast_baseline,2026-08-19,"under 200,000",0.4,2026-08-19
bfg_q11,bioscancast_baseline,2026-08-19,"200,000 to 299,999",0.3,2026-08-19
bfg_q11,bioscancast_baseline,2026-08-19,"300,000 to 449,999",0.2,2026-08-19
bfg_q11,bioscancast_baseline,2026-08-19,"450,000 to 649,999",0.05,2026-08-19
bfg_q11,bioscancast_baseline,2026-08-19,"650,000 or more",0.05,2026-08-19
bfg_q12,bioscancast,2026-08-19,YES,0.001470816774208583,2026-08-19
bfg_q12,bioscancast,2026-08-19,NO,0.9985291832257914,2026-08-19
bfg_q12,bioscancast_baseline,2026-08-19,YES,0.3,2026-08-19
bfg_q12,bioscancast_baseline,2026-08-19,NO,0.7,2026-08-19
bfg_q13,bioscancast,2026-08-19,"under 3,000",0.1800016769052742,2026-08-19
bfg_q13,bioscancast,2026-08-19,"3,000 to 6,999",0.3226641477086179,2026-08-19
bfg_q13,bioscancast,2026-08-19,"7,000 to 11,999",0.2686675180543757,2026-08-19
bfg_q13,bioscancast,2026-08-19,"12,000 to 19,999",0.14933398159261196,2026-08-19
bfg_q13,bioscancast,2026-08-19,"20,000 or more",0.07933267573912021,2026-08-19
bfg_q13,bioscancast_baseline,2026-08-19,"under 3,000",0.4,2026-08-19
bfg_q13,bioscancast_baseline,2026-08-19,"3,000 to 6,999",0.3,2026-08-19
bfg_q13,bioscancast_baseline,2026-08-19,"7,000 to 11,999",0.15,2026-08-19
bfg_q13,bioscancast_baseline,2026-08-19,"12,000 to 19,999",0.1,2026-08-19
bfg_q13,bioscancast_baseline,2026-08-19,"20,000 or more",0.05,2026-08-19
bfg_q14,bioscancast,2026-08-19,"under 3,000",0.9921493435637119,2026-08-19
bfg_q14,bioscancast,2026-08-19,"3,000 to 3,999",0.00777333492054664,2026-08-19
bfg_q14,bioscancast,2026-08-19,"4,000 to 5,499",7.732151568445366e-05,2026-08-19
bfg_q14,bioscancast,2026-08-19,"5,500 to 7,999",5.697097986082874e-14,2026-08-19
bfg_q14,bioscancast,2026-08-19,"8,000 or more",1.2274025533727733e-18,2026-08-19
bfg_q14,bioscancast_baseline,2026-08-19,"under 3,000",0.4,2026-08-19
bfg_q14,bioscancast_baseline,2026-08-19,"3,000 to 3,999",0.3,2026-08-19
bfg_q14,bioscancast_baseline,2026-08-19,"4,000 to 5,499",0.15,2026-08-19
bfg_q14,bioscancast_baseline,2026-08-19,"5,500 to 7,999",0.1,2026-08-19
bfg_q14,bioscancast_baseline,2026-08-19,"8,000 or more",0.05,2026-08-19
bfg_q15,bioscancast,2026-08-19,YES,0.11365620885782304,2026-08-19
bfg_q15,bioscancast,2026-08-19,NO,0.8863437911421769,2026-08-19
bfg_q15,bioscancast_baseline,2026-08-19,YES,0.6,2026-08-19
bfg_q15,bioscancast_baseline,2026-08-19,NO,0.4,2026-08-19
bfg_q16,bioscancast,2026-08-19,0,0.998702440613627,2026-08-19
bfg_q16,bioscancast,2026-08-19,1,0.0009959359518584654,2026-08-19
bfg_q16,bioscancast,2026-08-19,2 to 3,0.0003016226212106492,2026-08-19
bfg_q16,bioscancast,2026-08-19,4 to 6,7.026443456324795e-10,2026-08-19
bfg_q16,bioscancast,2026-08-19,7 or more,1.1065955020649602e-10,2026-08-19
bfg_q16,bioscancast_baseline,2026-08-19,0,0.6,2026-08-19
bfg_q16,bioscancast_baseline,2026-08-19,1,0.2,2026-08-19
bfg_q16,bioscancast_baseline,2026-08-19,2 to 3,0.1,2026-08-19
bfg_q16,bioscancast_baseline,2026-08-19,4 to 6,0.05,2026-08-19
bfg_q16,bioscancast_baseline,2026-08-19,7 or more,0.05,2026-08-19
bfg_q17,bioscancast,2026-08-19,"under 175,000",0.05000000000000001,2026-08-19
bfg_q17,bioscancast,2026-08-19,"175,000 to 274,999",0.12000000000000001,2026-08-19
bfg_q17,bioscancast,2026-08-19,"275,000 to 399,999",0.23000000000000004,2026-08-19
bfg_q17,bioscancast,2026-08-19,"400,000 to 599,999",0.3400000000000001,2026-08-19
bfg_q17,bioscancast,2026-08-19,"600,000 or more",0.26,2026-08-19
bfg_q17,bioscancast_baseline,2026-08-19,"under 175,000",0.15,2026-08-19
bfg_q17,bioscancast_baseline,2026-08-19,"175,000 to 274,999",0.25,2026-08-19
bfg_q17,bioscancast_baseline,2026-08-19,"275,000 to 399,999",0.25,2026-08-19
bfg_q17,bioscancast_baseline,2026-08-19,"400,000 to 599,999",0.2,2026-08-19
bfg_q17,bioscancast_baseline,2026-08-19,"600,000 or more",0.15,2026-08-19
bfg_q18,bioscancast,2026-08-19,under 1.5M,0.11251883077077258,2026-08-19
bfg_q18,bioscancast,2026-08-19,1.5M to 1.99M,0.22944086794781013,2026-08-19
bfg_q18,bioscancast,2026-08-19,2.0M to 2.99M,0.35573993854972624,2026-08-19
bfg_q18,bioscancast,2026-08-19,3.0M to 4.49M,0.20143266171685778,2026-08-19
bfg_q18,bioscancast,2026-08-19,4.5M or more,0.10086770101483328,2026-08-19
bfg_q18,bioscancast_baseline,2026-08-19,under 1.5M,0.25,2026-08-19
bfg_q18,bioscancast_baseline,2026-08-19,1.5M to 1.99M,0.3,2026-08-19
bfg_q18,bioscancast_baseline,2026-08-19,2.0M to 2.99M,0.2,2026-08-19
bfg_q18,bioscancast_baseline,2026-08-19,3.0M to 4.49M,0.15,2026-08-19
bfg_q18,bioscancast_baseline,2026-08-19,4.5M or more,0.1,2026-08-19
bfg_q19,bioscancast,2026-08-19,0,0.1671615246763366,2026-08-19
bfg_q19,bioscancast,2026-08-19,1,0.28317060780107456,2026-08-19
bfg_q19,bioscancast,2026-08-19,2 to 3,0.3366287984172171,2026-08-19
bfg_q19,bioscancast,2026-08-19,4 to 5,0.13267619005991246,2026-08-19
bfg_q19,bioscancast,2026-08-19,6 or more,0.08036287904545923,2026-08-19
bfg_q19,bioscancast_baseline,2026-08-19,0,0.4,2026-08-19
bfg_q19,bioscancast_baseline,2026-08-19,1,0.3,2026-08-19
bfg_q19,bioscancast_baseline,2026-08-19,2 to 3,0.2,2026-08-19
bfg_q19,bioscancast_baseline,2026-08-19,4 to 5,0.1,2026-08-19
bfg_q19,bioscancast_baseline,2026-08-19,6 or more,0.0,2026-08-19
bfg_q20,bioscancast,2026-08-19,8 or fewer,0.28,2026-08-19
bfg_q20,bioscancast,2026-08-19,9 to 11,0.32,2026-08-19
