question_id,forecast_source,forecast_version,option,probability,forecast_date
bfg_q5,bioscancast,2026-08-11,emergency use authorization or WHO emergency use listing granted for any BVD vaccine or therapeutic,0.1671848073106221,2026-08-11
bfg_q5,bioscancast,2026-08-11,vaccine or therapeutic deployed at scale in affected countries beyond the trials,0.08359240365531104,2026-08-11
bfg_q5,bioscancast_baseline,2026-08-11,"trials ongoing, no efficacy results reported",0.4,2026-08-11
bfg_q5,bioscancast_baseline,2026-08-11,interim efficacy results reported from any BVD vaccine or therapeutic trial,0.3,2026-08-11
bfg_q5,bioscancast_baseline,2026-08-11,emergency use authorization or WHO emergency use listing granted for any BVD vaccine or therapeutic,0.2,2026-08-11
bfg_q5,bioscancast_baseline,2026-08-11,vaccine or therapeutic deployed at scale in affected countries beyond the trials,0.1,2026-08-11
bfg_q6,bioscancast,2026-08-11,0 to 4,0.8815826770273605,2026-08-11
bfg_q6,bioscancast,2026-08-11,5 to 14,0.10595518642776378,2026-08-11
bfg_q6,bioscancast,2026-08-11,15 to 29,0.010480915861136935,2026-08-11
bfg_q6,bioscancast,2026-08-11,30 to 59,0.0014494465617369715,2026-08-11
bfg_q6,bioscancast,2026-08-11,60 or more,0.0005317741220017698,2026-08-11
bfg_q6,bioscancast_baseline,2026-08-11,0 to 4,0.5,2026-08-11
bfg_q6,bioscancast_baseline,2026-08-11,5 to 14,0.3,2026-08-11
bfg_q6,bioscancast_baseline,2026-08-11,15 to 29,0.1,2026-08-11
bfg_q6,bioscancast_baseline,2026-08-11,30 to 59,0.05,2026-08-11
bfg_q6,bioscancast_baseline,2026-08-11,60 or more,0.05,2026-08-11
bfg_q7,bioscancast,2026-08-11,YES,0.03969284168080718,2026-08-11
bfg_q7,bioscancast,2026-08-11,NO,0.9603071583191929,2026-08-11
bfg_q7,bioscancast_baseline,2026-08-11,YES,0.3,2026-08-11
bfg_q7,bioscancast_baseline,2026-08-11,NO,0.7,2026-08-11
bfg_q8,bioscancast,2026-08-11,H5N1,0.9965641836328056,2026-08-11
bfg_q8,bioscancast,2026-08-11,H5N5,0.0016732541747348571,2026-08-11
bfg_q8,bioscancast,2026-08-11,Another H5Nx,0.00119031731416489,2026-08-11
bfg_q8,bioscancast,2026-08-11,No human H5 cases reported in the period,0.0005722448782945942,2026-08-11
bfg_q8,bioscancast_baseline,2026-08-11,H5N1,0.6,2026-08-11
bfg_q8,bioscancast_baseline,2026-08-11,H5N5,0.1,2026-08-11
bfg_q8,bioscancast_baseline,2026-08-11,Another H5Nx,0.2,2026-08-11
bfg_q8,bioscancast_baseline,2026-08-11,No human H5 cases reported in the period,0.1,2026-08-11
bfg_q9,bioscancast,2026-08-11,exactly 20,0.1503391525031225,2026-08-11
bfg_q9,bioscancast,2026-08-11,21 to 23,0.26626531448515756,2026-08-11
bfg_q9,bioscancast,2026-08-11,24 to 26,0.3507913558406191,2026-08-11
bfg_q9,bioscancast,2026-08-11,27 or more,0.2326041771711007,2026-08-11
bfg_q9,bioscancast_baseline,2026-08-11,exactly 20,0.15,2026-08-11
bfg_q9,bioscancast_baseline,2026-08-11,21 to 23,0.25,2026-08-11
bfg_q9,bioscancast_baseline,2026-08-11,24 to 26,0.3,2026-08-11
bfg_q9,bioscancast_baseline,2026-08-11,27 or more,0.3,2026-08-11
bfg_q10,bioscancast,2026-08-11,0,0.755833996658774,2026-08-11
bfg_q10,bioscancast,2026-08-11,1,0.22191670624054702,2026-08-11
bfg_q10,bioscancast,2026-08-11,2 or more,0.022249297100678907,2026-08-11
bfg_q10,bioscancast_baseline,2026-08-11,0,0.4,2026-08-11
bfg_q10,bioscancast_baseline,2026-08-11,1,0.3,2026-08-11
bfg_q10,bioscancast_baseline,2026-08-11,2 or more,0.3,2026-08-11
bfg_q11,bioscancast,2026-08-11,"under 200,000",0.06368480064422528,2026-08-11
bfg_q11,bioscancast,2026-08-11,"200,000 to 299,999",0.16690139323026265,2026-08-11
bfg_q11,bioscancast,2026-08-11,"300,000 to 449,999",0.40437327814811314,2026-08-11
bfg_q11,bioscancast,2026-08-11,"450,000 to 649,999",0.24931756527636764,2026-08-11
bfg_q11,bioscancast,2026-08-11,"650,000 or more",0.11572296270103127,2026-08-11
bfg_q11,bioscancast_baseline,2026-08-11,"under 200,000",0.4,2026-08-11
bfg_q11,bioscancast_baseline,2026-08-11,"200,000 to 299,999",0.3,2026-08-11
bfg_q11,bioscancast_baseline,2026-08-11,"300,000 to 449,999",0.2,2026-08-11
bfg_q11,bioscancast_baseline,2026-08-11,"450,000 to 649,999",0.05,2026-08-11
bfg_q11,bioscancast_baseline,2026-08-11,"650,000 or more",0.05,2026-08-11
bfg_q12,bioscancast,2026-08-11,YES,0.07038432447562123,2026-08-11
bfg_q12,bioscancast,2026-08-11,NO,0.9296156755243788,2026-08-11
bfg_q12,bioscancast_baseline,2026-08-11,YES,0.3,2026-08-11
bfg_q12,bioscancast_baseline,2026-08-11,NO,0.7,2026-08-11
bfg_q13,bioscancast,2026-08-11,"under 3,000",0.15913682403252494,2026-08-11
bfg_q13,bioscancast,2026-08-11,"3,000 to 6,999",0.30441779301917943,2026-08-11
bfg_q13,bioscancast,2026-08-11,"7,000 to 11,999",0.3182736480650498,2026-08-11
bfg_q13,bioscancast,2026-08-11,"12,000 to 19,999",0.15364491430325686,2026-08-11
bfg_q13,bioscancast,2026-08-11,"20,000 or more",0.06452682057998906,2026-08-11
bfg_q13,bioscancast_baseline,2026-08-11,"under 3,000",0.25,2026-08-11
bfg_q13,bioscancast_baseline,2026-08-11,"3,000 to 6,999",0.35,2026-08-11
bfg_q13,bioscancast_baseline,2026-08-11,"7,000 to 11,999",0.2,2026-08-11
bfg_q13,bioscancast_baseline,2026-08-11,"12,000 to 19,999",0.1,2026-08-11
bfg_q13,bioscancast_baseline,2026-08-11,"20,000 or more",0.1,2026-08-11
bfg_q14,bioscancast,2026-08-11,"under 3,000",0.9993708978634341,2026-08-11
bfg_q14,bioscancast,2026-08-11,"3,000 to 3,999",0.0004905245221482809,2026-08-11
bfg_q14,bioscancast,2026-08-11,"4,000 to 5,499",9.358506780413417e-05,2026-08-11
bfg_q14,bioscancast,2026-08-11,"5,500 to 7,999",4.499100794256738e-05,2026-08-11
bfg_q14,bioscancast,2026-08-11,"8,000 or more",1.5386708279706125e-09,2026-08-11
bfg_q14,bioscancast_baseline,2026-08-11,"under 3,000",0.4,2026-08-11
bfg_q14,bioscancast_baseline,2026-08-11,"3,000 to 3,999",0.3,2026-08-11
bfg_q14,bioscancast_baseline,2026-08-11,"4,000 to 5,499",0.15,2026-08-11
bfg_q14,bioscancast_baseline,2026-08-11,"5,500 to 7,999",0.1,2026-08-11
bfg_q14,bioscancast_baseline,2026-08-11,"8,000 or more",0.05,2026-08-11
bfg_q15,bioscancast,2026-08-11,YES,0.15517241379310345,2026-08-11
bfg_q15,bioscancast,2026-08-11,NO,0.8448275862068965,2026-08-11
bfg_q15,bioscancast_baseline,2026-08-11,YES,0.6,2026-08-11
bfg_q15,bioscancast_baseline,2026-08-11,NO,0.4,2026-08-11
bfg_q16,bioscancast,2026-08-11,0,0.21741531773457126,2026-08-11
bfg_q16,bioscancast,2026-08-11,1,0.3135671485809341,2026-08-11
bfg_q16,bioscancast,2026-08-11,2 to 3,0.3135671485809341,2026-08-11
bfg_q16,bioscancast,2026-08-11,4 to 6,0.11289277549888455,2026-08-11
bfg_q16,bioscancast,2026-08-11,7 or more,0.042557609604676014,2026-08-11
bfg_q16,bioscancast_baseline,2026-08-11,0,0.6,2026-08-11
bfg_q16,bioscancast_baseline,2026-08-11,1,0.2,2026-08-11
bfg_q16,bioscancast_baseline,2026-08-11,2 to 3,0.1,2026-08-11
bfg_q16,bioscancast_baseline,2026-08-11,4 to 6,0.05,2026-08-11
bfg_q16,bioscancast_baseline,2026-08-11,7 or more,0.05,2026-08-11
bfg_q17,bioscancast,2026-08-11,"under 175,000",0.05164444628709572,2026-08-11
bfg_q17,bioscancast,2026-08-11,"175,000 to 274,999",0.11823626642723806,2026-08-11
bfg_q17,bioscancast,2026-08-11,"275,000 to 399,999",0.24364269336541192,2026-08-11
bfg_q17,bioscancast,2026-08-11,"400,000 to 599,999",0.3262048939711463,2026-08-11
bfg_q17,bioscancast,2026-08-11,"600,000 or more",0.2602716999491081,2026-08-11
bfg_q17,bioscancast_baseline,2026-08-11,"under 175,000",0.25,2026-08-11
bfg_q17,bioscancast_baseline,2026-08-11,"175,000 to 274,999",0.35,2026-08-11
bfg_q17,bioscancast_baseline,2026-08-11,"275,000 to 399,999",0.2,2026-08-11
bfg_q17,bioscancast_baseline,2026-08-11,"400,000 to 599,999",0.15,2026-08-11
bfg_q17,bioscancast_baseline,2026-08-11,"600,000 or more",0.05,2026-08-11
bfg_q18,bioscancast,2026-08-11,under 1.5M,0.08074555848801898,2026-08-11
bfg_q18,bioscancast,2026-08-11,1.5M to 1.99M,0.13330797989940235,2026-08-11
bfg_q18,bioscancast,2026-08-11,2.0M to 2.99M,0.23610144530087196,2026-08-11
bfg_q18,bioscancast,2026-08-11,3.0M to 4.49M,0.33823178878363974,2026-08-11
bfg_q18,bioscancast,2026-08-11,4.5M or more,0.21161322752806688,2026-08-11
bfg_q18,bioscancast_baseline,2026-08-11,under 1.5M,0.25,2026-08-11
bfg_q18,bioscancast_baseline,2026-08-11,1.5M to 1.99M,0.3,2026-08-11
bfg_q18,bioscancast_baseline,2026-08-11,2.0M to 2.99M,0.2,2026-08-11
bfg_q18,bioscancast_baseline,2026-08-11,3.0M to 4.49M,0.15,2026-08-11
bfg_q18,bioscancast_baseline,2026-08-11,4.5M or more,0.1,2026-08-11
bfg_q19,bioscancast,2026-08-11,0,0.7232011287408431,2026-08-11
bfg_q19,bioscancast,2026-08-11,1,0.22233004364048162,2026-08-11
bfg_q19,bioscancast,2026-08-11,2 to 3,0.050005445675825495,2026-08-11
bfg_q19,bioscancast,2026-08-11,4 to 5,0.004463372402525541,2026-08-11
bfg_q19,bioscancast,2026-08-11,6 or more,9.540324311724078e-09,2026-08-11
bfg_q19,bioscancast_baseline,2026-08-11,0,0.4,2026-08-11
bfg_q19,bioscancast_baseline,2026-08-11,1,0.3,2026-08-11
bfg_q19,bioscancast_baseline,2026-08-11,2 to 3,0.2,2026-08-11
bfg_q19,bioscancast_baseline,2026-08-11,4 to 5,0.1,2026-08-11
bfg_q19,bioscancast_baseline,2026-08-11,6 or more,0.0,2026-08-11
bfg_q20,bioscancast,2026-08-11,8 or fewer,0.16733501832552689,2026-08-11
bfg_q20,bioscancast,2026-08-11,9 to 11,0.3743916692475096,2026-08-11
bfg_q20,bioscancast,2026-08-11,12 to 14,0.2923612061509418,2026-08-11
bfg_q20,bioscancast,2026-08-11,15 to 17,0.12049039411441755,2026-08-11
bfg_q20,bioscancast,2026-08-11,18 or more,0.045421712161604164,2026-08-11
bfg_q20,bioscancast_baseline,2026-08-11,8 or fewer,0.4,2026-08-11
bfg_q20,bioscancast_baseline,2026-08-11,9 to 11,0.3,2026-08-11
bfg_q20,bioscancast_baseline,2026-08-11,12 to 14,0.15,2026-08-11
bfg_q20,bioscancast_baseline,2026-08-11,15 to 17,0.1,2026-08-11
bfg_q20,bioscancast_baseline,2026-08-11,18 or more,0.05,2026-08-11
bfg_q21,bioscancast,2026-08-11,YES,0.15517241379310345,2026-08-11
bfg_q21,bioscancast,2026-08-11,NO,0.8448275862068965,2026-08-11
bfg_q21,bioscancast_baseline,2026-08-11,YES,0.3,2026-08-11
bfg_q21,bioscancast_baseline,2026-08-11,NO,0.7,2026-08-11
bfg_q22,bioscancast,2026-08-11,15 or fewer,0.9891085998603174,2026-08-11
bfg_q22,bioscancast,2026-08-11,16 to 30,0.00864416469264941,2026-08-11
bfg_q22,bioscancast,2026-08-11,31 to 50,0.001736006601358926,2026-08-11
bfg_q22,bioscancast,2026-08-11,51 to 79,0.0003740112844092025,2026-08-11
bfg_q22,bioscancast,2026-08-11,80 or more,0.0001372175612649806,2026-08-11
bfg_q22,bioscancast_baseline,2026-08-11,15 or fewer,0.6,2026-08-11
bfg_q22,bioscancast_baseline,2026-08-11,16 to 30,0.2,2026-08-11
bfg_q22,bioscancast_baseline,2026-08-11,31 to 50,0.1,2026-08-11
bfg_q22,bioscancast_baseline,2026-08-11,51 to 79,0.05,2026-08-11
bfg_q22,bioscancast_baseline,2026-08-11,80 or more,0.05,2026-08-11
bfg_q23,bioscancast,2026-08-11,YES,0.599009900990099,2026-08-11
bfg_q23,bioscancast,2026-08-11,NO,0.4009900990099009,2026-08-11
bfg_q23,bioscancast_baseline,2026-08-11,YES,0.6,2026-08-11
bfg_q23,bioscancast_baseline,2026-08-11,NO,0.4,2026-08-11
bfg_q24,bioscancast,2026-08-11,"under 250,000",0.11071691779613484,2026-08-11
bfg_q24,bioscancast,2026-08-11,"250,000 to 374,999",0.18278960389234206,2026-08-11
bfg_q24,bioscancast,2026-08-11,"375,000 to 524,999",0.21672103940502072,2026-08-11
bfg_q24,bioscancast,2026-08-11,"525,000 to 749,999",0.21672103940502058,2026-08-11
bfg_q24,bioscancast,2026-08-11,"750,000 or more",0.27305139950148183,2026-08-11
bfg_q24,bioscancast_baseline,2026-08-11,"under 250,000",0.4,2026-08-11
bfg_q24,bioscancast_baseline,2026-08-11,"250,000 to 374,999",0.3,2026-08-11
bfg_q24,bioscancast_baseline,2026-08-11,"375,000 to 524,999",0.15,2026-08-11
bfg_q24,bioscancast_baseline,2026-08-11,"525,000 to 749,999",0.1,2026-08-11
bfg_q24,bioscancast_baseline,2026-08-11,"750,000 or more",0.05,2026-08-11
bfg_q25,bioscancast,2026-08-11,"under 2,000",0.06848917621392998,2026-08-11
bfg_q25,bioscancast,2026-08-11,"2,000 to 2,999",0.17949241915911376,2026-08-11
bfg_q25,bioscancast,2026-08-11,"3,000 to 3,999",0.24360869230536766,2026-08-11
bfg_q25,bioscancast,2026-08-11,"4,000 to 5,499",0.2822634351264675,2026-08-11
bfg_q25,bioscancast,2026-08-11,"5,500 or more",0.2261462771951212,2026-08-11
bfg_q25,bioscancast_baseline,2026-08-11,"under 2,000",0.25,2026-08-11
bfg_q25,bioscancast_baseline,2026-08-11,"2,000 to 2,999",0.35,2026-08-11
bfg_q25,bioscancast_baseline,2026-08-11,"3,000 to 3,999",0.2,2026-08-11
bfg_q25,bioscancast_baseline,2026-08-11,"4,000 to 5,499",0.1,2026-08-11
bfg_q25,bioscancast_baseline,2026-08-11,"5,500 or more",0.1,2026-08-11
bfg_q1,bioscancast,2026-08-19,"under 2,500",0.026132305009803136,2026-08-19
bfg_q1,bioscancast,2026-08-19,"2,500 to 4,999",0.09562609293843455,2026-08-19
bfg_q1,bioscancast,2026-08-19,"5,000 to 9,999",0.8123922614107605,2026-08-19
bfg_q1,bioscancast,2026-08-19,"10,000 to 19,999",0.06584928232824841,2026-08-19
bfg_q1,bioscancast,2026-08-19,"20,000 or more",5.831275345053197e-08,2026-08-19
bfg_q1,bioscancast_baseline,2026-08-19,"under 2,500",0.25,2026-08-19
bfg_q1,bioscancast_baseline,2026-08-19,"2,500 to 4,999",0.35,2026-08-19
bfg_q1,bioscancast_baseline,2026-08-19,"5,000 to 9,999",0.2,2026-08-19
bfg_q1,bioscancast_baseline,2026-08-19,"10,000 to 19,999",0.1,2026-08-19
bfg_q1,bioscancast_baseline,2026-08-19,"20,000 or more",0.1,2026-08-19
bfg_q2,bioscancast,2026-08-19,under 750,0.0815456927340073,2026-08-19
bfg_q2,bioscancast,2026-08-19,"750 to 1,499",0.1696218762955698,2026-08-19
bfg_q2,bioscancast,2026-08-19,"1,500 to 2,999",0.3192405937610641,2026-08-19
bfg_q2,bioscancast,2026-08-19,"3,000 to 4,999",0.3119825969033168,2026-08-19
bfg_q2,bioscancast,2026-08-19,"5,000 or more",0.11760924030604201,2026-08-19
bfg_q2,bioscancast_baseline,2026-08-19,under 750,0.2,2026-08-19
bfg_q2,bioscancast_baseline,2026-08-19,"750 to 1,499",0.3,2026-08-19
bfg_q2,bioscancast_baseline,2026-08-19,"1,500 to 2,999",0.25,2026-08-19
bfg_q2,bioscancast_baseline,2026-08-19,"3,000 to 4,999",0.15,2026-08-19
bfg_q2,bioscancast_baseline,2026-08-19,"5,000 or more",0.1,2026-08-19
bfg_q3,bioscancast,2026-08-19,YES,0.2782190493369153,2026-08-19
bfg_q3,bioscancast,2026-08-19,NO,0.7217809506630847,2026-08-19
bfg_q3,bioscancast_baseline,2026-08-19,YES,0.4,2026-08-19
bfg_q3,bioscancast_baseline,2026-08-19,NO,0.6,2026-08-19
bfg_q4,bioscancast,2026-08-19,exactly 1,0.726426199362473,2026-08-19
bfg_q4,bioscancast,2026-08-19,2,0.18160654984061833,2026-08-19
bfg_q4,bioscancast,2026-08-19,3,0.06210856639728,2026-08-19
bfg_q4,bioscancast,2026-08-19,4 or more,0.029858684399628754,2026-08-19
bfg_q4,bioscancast_baseline,2026-08-19,exactly 1,0.4,2026-08-19
bfg_q4,bioscancast_baseline,2026-08-19,2,0.3,2026-08-19
bfg_q4,bioscancast_baseline,2026-08-19,3,0.2,2026-08-19
bfg_q4,bioscancast_baseline,2026-08-19,4 or more,0.1,2026-08-19
bfg_q5,bioscancast,2026-08-19,"trials ongoing, no efficacy results reported",0.2847214325109996,2026-08-19
bfg_q5,bioscancast,2026-08-19,interim efficacy results reported from any BVD vaccine or therapeutic trial,0.45196710148585345,2026-08-19
bfg_q5,bioscancast,2026-08-19,emergency use authorization or WHO emergency use listing granted for any BVD vaccine or therapeutic,0.1832636804393855,2026-08-19
bfg_q5,bioscancast,2026-08-19,vaccine or therapeutic deployed at scale in affected countries beyond the trials,0.08004778556376149,2026-08-19
bfg_q5,bioscancast_baseline,2026-08-19,"trials ongoing, no efficacy results reported",0.4,2026-08-19
bfg_q5,bioscancast_baseline,2026-08-19,interim efficacy results reported from any BVD vaccine or therapeutic trial,0.3,2026-08-19
bfg_q5,bioscancast_baseline,2026-08-19,emergency use authorization or WHO emergency use listing granted for any BVD vaccine or therapeutic,0.2,2026-08-19
bfg_q5,bioscancast_baseline,2026-08-19,vaccine or therapeutic deployed at scale in affected countries beyond the trials,0.1,2026-08-19
bfg_q6,bioscancast,2026-08-19,0 to 4,0.4843953171543681,2026-08-19
bfg_q6,bioscancast,2026-08-19,5 to 14,0.3217429572937641,2026-08-19
bfg_q6,bioscancast,2026-08-19,15 to 29,0.12047459743296464,2026-08-19
bfg_q6,bioscancast,2026-08-19,30 to 59,0.05311859189141099,2026-08-19
bfg_q6,bioscancast,2026-08-19,60 or more,0.020268536227492022,2026-08-19
bfg_q6,bioscancast_baseline,2026-08-19,0 to 4,0.5,2026-08-19
bfg_q6,bioscancast_baseline,2026-08-19,5 to 14,0.3,2026-08-19
bfg_q6,bioscancast_baseline,2026-08-19,15 to 29,0.1,2026-08-19
bfg_q6,bioscancast_baseline,2026-08-19,30 to 59,0.05,2026-08-19
bfg_q6,bioscancast_baseline,2026-08-19,60 or more,0.05,2026-08-19
bfg_q7,bioscancast,2026-08-19,YES,0.022365467054107375,2026-08-19
bfg_q7,bioscancast,2026-08-19,NO,0.9776345329458926,2026-08-19
bfg_q7,bioscancast_baseline,2026-08-19,YES,0.3,2026-08-19
bfg_q7,bioscancast_baseline,2026-08-19,NO,0.7,2026-08-19
bfg_q8,bioscancast,2026-08-19,H5N1,0.9978970164903697,2026-08-19
bfg_q8,bioscancast,2026-08-19,H5N5,0.0008773946132976429,2026-08-19
bfg_q8,bioscancast,2026-08-19,Another H5Nx,0.0008773946132976429,2026-08-19
bfg_q8,bioscancast,2026-08-19,No human H5 cases reported in the period,0.0003481942830349776,2026-08-19
bfg_q8,bioscancast_baseline,2026-08-19,H5N1,0.6,2026-08-19
bfg_q8,bioscancast_baseline,2026-08-19,H5N5,0.1,2026-08-19
bfg_q8,bioscancast_baseline,2026-08-19,Another H5Nx,0.2,2026-08-19
bfg_q8,bioscancast_baseline,2026-08-19,No human H5 cases reported in the period,0.1,2026-08-19
bfg_q9,bioscancast,2026-08-19,exactly 20,0.16616749323251864,2026-08-19
bfg_q9,bioscancast,2026-08-19,21 to 23,0.29912427997649865,2026-08-19
bfg_q9,bioscancast,2026-08-19,24 to 26,0.31786697936760483,2026-08-19
bfg_q9,bioscancast,2026-08-19,27 or more,0.21684124742337782,2026-08-19
bfg_q9,bioscancast_baseline,2026-08-19,exactly 20,0.15,2026-08-19
bfg_q9,bioscancast_baseline,2026-08-19,21 to 23,0.25,2026-08-19
bfg_q9,bioscancast_baseline,2026-08-19,24 to 26,0.3,2026-08-19
bfg_q9,bioscancast_baseline,2026-08-19,27 or more,0.3,2026-08-19
bfg_q10,bioscancast,2026-08-19,0,0.8325217253147015,2026-08-19
bfg_q10,bioscancast,2026-08-19,1,0.14669358237177083,2026-08-19
bfg_q10,bioscancast,2026-08-19,2 or more,0.020784692313527666,2026-08-19
bfg_q10,bioscancast_baseline,2026-08-19,0,0.4,2026-08-19
bfg_q10,bioscancast_baseline,2026-08-19,1,0.3,2026-08-19
bfg_q10,bioscancast_baseline,2026-08-19,2 or more,0.3,2026-08-19
bfg_q11,bioscancast,2026-08-19,"under 200,000",0.08345229518025253,2026-08-19
bfg_q11,bioscancast,2026-08-19,"200,000 to 299,999",0.19105806173319975,2026-08-19
bfg_q11,bioscancast,2026-08-19,"300,000 to 449,999",0.38475149035461037,2026-08-19
bfg_q11,bioscancast,2026-08-19,"450,000 to 649,999",0.2355948493722967,2026-08-19
bfg_q11,bioscancast,2026-08-19,"650,000 or more",0.10514330335964066,2026-08-19
bfg_q11,bioscancast_baseline,2026-08-19,"under 200,000",0.4,2026-08-19
bfg_q11,bioscancast_baseline,2026-08-19,"200,000 to 299,999",0.3,2026-08-19
bfg_q11,bioscancast_baseline,2026-08-19,"300,000 to 449,999",0.2,2026-08-19
bfg_q11,bioscancast_baseline,2026-08-19,"450,000 to 649,999",0.05,2026-08-19
bfg_q11,bioscancast_baseline,2026-08-19,"650,000 or more",0.05,2026-08-19
bfg_q12,bioscancast,2026-08-19,YES,0.053268687428058646,2026-08-19
bfg_q12,bioscancast,2026-08-19,NO,0.9467313125719414,2026-08-19
bfg_q12,bioscancast_baseline,2026-08-19,YES,0.3,2026-08-19
bfg_q12,bioscancast_baseline,2026-08-19,NO,0.7,2026-08-19
bfg_q13,bioscancast,2026-08-19,"under 3,000",0.148724397333457,2026-08-19
bfg_q13,bioscancast,2026-08-19,"3,000 to 6,999",0.2677243147975887,2026-08-19
bfg_q13,bioscancast,2026-08-19,"7,000 to 11,999",0.3064678362266316,2026-08-19
bfg_q13,bioscancast,2026-08-19,"12,000 to 19,999",0.183392952225647,2026-08-19
bfg_q13,bioscancast,2026-08-19,"20,000 or more",0.09369049941667575,2026-08-19
bfg_q13,bioscancast_baseline,2026-08-19,"under 3,000",0.4,2026-08-19
bfg_q13,bioscancast_baseline,2026-08-19,"3,000 to 6,999",0.3,2026-08-19
bfg_q13,bioscancast_baseline,2026-08-19,"7,000 to 11,999",0.15,2026-08-19
bfg_q13,bioscancast_baseline,2026-08-19,"12,000 to 19,999",0.1,2026-08-19
bfg_q13,bioscancast_baseline,2026-08-19,"20,000 or more",0.05,2026-08-19
bfg_q14,bioscancast,2026-08-19,"under 3,000",0.8219635214972315,2026-08-19
bfg_q14,bioscancast,2026-08-19,"3,000 to 3,999",0.16930664884331975,2026-08-19
bfg_q14,bioscancast,2026-08-19,"4,000 to 5,499",0.007647535511552272,2026-08-19
bfg_q14,bioscancast,2026-08-19,"5,500 to 7,999",0.0008658353183171658,2026-08-19
bfg_q14,bioscancast,2026-08-19,"8,000 or more",0.00021645882957929167,2026-08-19
bfg_q14,bioscancast_baseline,2026-08-19,"under 3,000",0.4,2026-08-19
bfg_q14,bioscancast_baseline,2026-08-19,"3,000 to 3,999",0.3,2026-08-19
bfg_q14,bioscancast_baseline,2026-08-19,"4,000 to 5,499",0.15,2026-08-19
bfg_q14,bioscancast_baseline,2026-08-19,"5,500 to 7,999",0.1,2026-08-19
bfg_q14,bioscancast_baseline,2026-08-19,"8,000 or more",0.05,2026-08-19
bfg_q15,bioscancast,2026-08-19,YES,0.3945238372734374,2026-08-19
bfg_q15,bioscancast,2026-08-19,NO,0.6054761627265626,2026-08-19
bfg_q15,bioscancast_baseline,2026-08-19,YES,0.6,2026-08-19
bfg_q15,bioscancast_baseline,2026-08-19,NO,0.4,2026-08-19
bfg_q16,bioscancast,2026-08-19,0,0.17718996247668103,2026-08-19
bfg_q16,bioscancast,2026-08-19,1,0.26902654299187606,2026-08-19
bfg_q16,bioscancast,2026-08-19,2 to 3,0.35106776925813993,2026-08-19
bfg_q16,bioscancast,2026-08-19,4 to 6,0.13743838497260294,2026-08-19
bfg_q16,bioscancast,2026-08-19,7 or more,0.06527734030070012,2026-08-19
bfg_q16,bioscancast_baseline,2026-08-19,0,0.6,2026-08-19
bfg_q16,bioscancast_baseline,2026-08-19,1,0.2,2026-08-19
bfg_q16,bioscancast_baseline,2026-08-19,2 to 3,0.1,2026-08-19
bfg_q16,bioscancast_baseline,2026-08-19,4 to 6,0.05,2026-08-19
bfg_q16,bioscancast_baseline,2026-08-19,7 or more,0.05,2026-08-19
bfg_q17,bioscancast,2026-08-19,"under 175,000",0.06700540732164292,2026-08-19
bfg_q17,bioscancast,2026-08-19,"175,000 to 274,999",0.09663851991791245,2026-08-19
bfg_q17,bioscancast,2026-08-19,"275,000 to 399,999",0.18188065804098497,2026-08-19
bfg_q17,bioscancast,2026-08-19,"400,000 to 599,999",0.27614840020237164,2026-08-19
bfg_q17,bioscancast,2026-08-19,"600,000 or more",0.378327014517088,2026-08-19
bfg_q17,bioscancast_baseline,2026-08-19,"under 175,000",0.25,2026-08-19
bfg_q17,bioscancast_baseline,2026-08-19,"175,000 to 274,999",0.35,2026-08-19
bfg_q17,bioscancast_baseline,2026-08-19,"275,000 to 399,999",0.2,2026-08-19
bfg_q17,bioscancast_baseline,2026-08-19,"400,000 to 599,999",0.15,2026-08-19
bfg_q17,bioscancast_baseline,2026-08-19,"600,000 or more",0.05,2026-08-19
bfg_q18,bioscancast,2026-08-19,under 1.5M,0.06715428544349812,2026-08-19
bfg_q18,bioscancast,2026-08-19,1.5M to 1.99M,0.16185138156786222,2026-08-19
bfg_q18,bioscancast,2026-08-19,2.0M to 2.99M,0.47772125652358594,2026-08-19
bfg_q18,bioscancast,2026-08-19,3.0M to 4.49M,0.20866397864414152,2026-08-19
bfg_q18,bioscancast,2026-08-19,4.5M or more,0.08460909782091215,2026-08-19
bfg_q18,bioscancast_baseline,2026-08-19,under 1.5M,0.25,2026-08-19
bfg_q18,bioscancast_baseline,2026-08-19,1.5M to 1.99M,0.3,2026-08-19
bfg_q18,bioscancast_baseline,2026-08-19,2.0M to 2.99M,0.2,2026-08-19
bfg_q18,bioscancast_baseline,2026-08-19,3.0M to 4.49M,0.15,2026-08-19
bfg_q18,bioscancast_baseline,2026-08-19,4.5M or more,0.1,2026-08-19
bfg_q19,bioscancast,2026-08-19,0,0.38737101163863596,2026-08-19
bfg_q19,bioscancast,2026-08-19,1,0.3695242618125326,2026-08-19
bfg_q19,bioscancast,2026-08-19,2 to 3,0.1691998741863249,2026-08-19
bfg_q19,bioscancast,2026-08-19,4 to 5,0.059123881890005225,2026-08-19
bfg_q19,bioscancast,2026-08-19,6 or more,0.014780970472501317,2026-08-19
bfg_q19,bioscancast_baseline,2026-08-19,0,0.4,2026-08-19
bfg_q19,bioscancast_baseline,2026-08-19,1,0.3,2026-08-19
bfg_q19,bioscancast_baseline,2026-08-19,2 to 3,0.2,2026-08-19
bfg_q19,bioscancast_baseline,2026-08-19,4 to 5,0.1,2026-08-19
bfg_q19,bioscancast_baseline,2026-08-19,6 or more,0.0,2026-08-19
